"actaxon","acauth","taxon","auth","genus","kingdom","phylum","class","order","family","type"
"Riccia anatolica","Özenoğlu & Kirmaci","Riccia anatolica","Özenoğlu & Kirmaci","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia andina","K.Müller","Riccia andina","K.Müller","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia angolensis","Steph.","Riccia angolensis","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia argenteolimbata","O.H.Volk & Perold","Riccia argenteolimbata","O.H.Volk & Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia asprella","Carrington & Pearson","Riccia asprella","Carrington & Pearson","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia atlantica","Sérgio & Perold","Riccia atlantica","Sérgio & Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia atromarginata","Levier","Riccia atromarginata","Levier","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia atromarginata var. atromarginata","","Riccia atromarginata var. atromarginata","","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia atromarginata var. jovet-astiae","Rauh & Buchloh","Riccia atromarginata var. jovet-astiae","Rauh & Buchloh","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia atropurpurea","Sim","Riccia atropurpurea","Sim","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia australis","Steph.","Riccia australis","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bahiensis","Steph.","Riccia bahiensis","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia balansae","Steph.","Riccia balansae","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia beyrichiana","Hampe ex Lehm.","Riccia beyrichiana","Hampe ex Lehm.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia beyrichiana","Hampe ex Lehm.","Riccia glaucescens","Carrington","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia beyrichiana","Hampe ex Lehm.","Riccia lescuriana","Austin","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia beyrichiana","Hampe ex Lehm.","Riccia levieri","Schiffn.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bicarinata","Lindb.","Riccia bicarinata","Lindb.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bicarinata","Lindb.","Riccia henriquesii","Levier","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bicolorata","Perold","Riccia bicolorata","Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bifurca","Hoffm.","Riccia arvensis","Austin","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bifurca","Hoffm.","Riccia bifurca","Hoffm.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bifurca","Hoffm.","Riccia bifurca var. subinermis","Heeg","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bifurca","Hoffm.","Riccia pusilla","Warnst.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bifurca","Hoffm.","Riccia subcrispula","Warnst.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia billardierei","Mont. & Nees","Riccia billardierei","Mont. & Nees","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia billardierei","Mont. & Nees","Riccia crispatula","Mitt.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia biokoensis","Perold","Riccia biokoensis","Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia blackii","Na-Thalang","Riccia blackii","Na-Thalang","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia boliviensis","Jovet-Ast","Riccia boliviensis","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia boumanii","Dirkse, Losada-Lima & M.Stech","Riccia boumanii","Dirkse, Losada-Lima & M.Stech","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia brasiliensis","Schiffn.","Riccia brasiliensis","Schiffn.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia breidleri","Jur. ex Steph.","Riccia breidleri","Jur. ex Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia breutelii","Hampe ex Steph.","Riccia breutelii","Hampe ex Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia brittonii","M.Howe","Riccia brittonii","M.Howe","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia bullosa","Link","Riccia bullosa","Link","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia californica","Austin","Riccia californica","Austin","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia campbelliana","M.Howe","Riccia campbelliana","M.Howe","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia canaliculata","Hoffm.","Riccia canaliculata","Hoffm.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia canaliculata","Hoffm.","Riccia fluitans var. canaliculata","(Hoffm.) Roth","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cancellata","Taylor","Riccia cancellata","Taylor","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cancellata","Taylor","Riccia vesicata","Taylor","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia caroliniana","Na-Thalang","Riccia caroliniana","Na-Thalang","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cartilaginosa","Steph.","Riccia cartilaginosa","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cavernosa","Hoffm.","Riccia catalinae","Underw.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cavernosa","Hoffm.","Riccia cavernosa","Hoffm.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cavernosa","Hoffm.","Riccia cavernosa var. angustior","(Lindenb. ex Nees) Damsh.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cavernosa","Hoffm.","Riccia robusta","Kashyap","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia chiapasensis","Jovet-Ast","Riccia chiapasensis","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia chinensis","Herzog","Riccia chinensis","Herzog","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia chudoana","Steph.","Riccia chudoana","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia ciliata","Hoffm.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia ciliata var. epilosa","Warnst.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia ciliata var. intumescens","Bisch.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia ciliata var. violacea","Kny","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia dalslandica","S.W.Arnell","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia intumescens","(Bisch.) Underw.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliata","Hoffm.","Riccia spinosissima","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliifera","Link ex Lindenb.","Riccia bischoffii","Huebener","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliifera","Link ex Lindenb.","Riccia bischoffii var. ciliifera","(Link ex Lindenb.) Müll.Frib.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliifera","Link ex Lindenb.","Riccia ciliifera","Link ex Lindenb.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliifera","Link ex Lindenb.","Riccia latzelii","Schiffn.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ciliifera","Link ex Lindenb.","Riccia pedemontana","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cincta","Jovet-Ast","Riccia cincta","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia collata","Na-Thalang","Riccia collata","Na-Thalang","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia compacta","Garside","Riccia compacta","Garside","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia concava","Bisch.","Riccia concava","Bisch.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia congoana","Steph.","Riccia congoana","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia convexa","Steph.","Riccia convexa","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia corrugata","Jovet-Ast","Riccia corrugata","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crassa","Steph.","Riccia crassa","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crassifrons","Spruce","Riccia crassifrons","Spruce","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crassifrons","Spruce","Riccia spruceana","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crassivenia","Jovet-Ast","Riccia crassivenia","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crenatodentata","O.H.Volk","Riccia crenatodentata","O.H.Volk","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crinita","Taylor","Riccia crinita","Taylor","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crozalsii","Levier","Riccia crozalsii","Levier","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cruciata","Kashyap","Riccia cruciata","Kashyap","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crustata","Trab.","Riccia crustata","Trab.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crystallina","L.","Riccia crystallina","L.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crystallina","L.","Riccia plana","Taylor","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia crystallina","L.","Ricciella crystallina","(L.) Warnst.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cubensis","S.W.Arnell","Riccia cubensis","S.W.Arnell","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia cupulifera","A.V.Duthie","Riccia cupulifera","A.V.Duthie","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia curtisii","(Austin) Austin","Riccia curtisii","(Austin) Austin","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia curtisii","(Austin) Austin","Riccia subsimilis","(Steph.) Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia curtisii","(Austin) Austin","Thallocarpus curtisii","(Austin) Austin","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia delavayi","Steph.","Riccia delavayi","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia deserticola","Steph.","Riccia deserticola","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia dictyospora","M.Howe","Riccia dictyospora","M.Howe","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia discolor","Lehm. & Lindenb.","Riccia discolor","Lehm. & Lindenb.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia discolor","Lehm. & Lindenb.","Riccia himalayensis","Steph. ex Kashyap","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia duplex","Lorb. ex Müll.Frib.","Riccia duplex","Lorb. ex Müll.Frib.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia duplex var. duplex","","Riccia duplex var. duplex","","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia duplex var. megaspora","Na-Thalang","Riccia duplex var. megaspora","Na-Thalang","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia dussiana","Steph.","Riccia dussiana","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia eburnea","Jovet-Ast","Riccia eburnea","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia ekmanii","S.W.Arnell","Riccia ekmanii","S.W.Arnell","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia elliottii","Steph.","Riccia elliottii","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia elongata","Perold","Riccia elongata","Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia enyae","Jovet-Ast","Riccia enyae","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia erubescens","Perold","Riccia erubescens","Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia erythrocarpa","Jovet-Ast","Riccia erythrocarpa","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia esulcata","Steph.","Riccia esulcata","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fertilissima","Steph.","Riccia fertilissima","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fluitans","L.","Riccia canaliculata var. fluitans","(L.) Lindb.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fluitans","L.","Riccia fluitans","L.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fluitans","L.","Ricciella fluitans","(L.) A.Braun","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fluitans var. fluitans","","Riccia fluitans var. fluitans","","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fluitans var. reticulata","Herzog","Riccia fluitans var. reticulata","Herzog","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia frostii","Austin","Riccia frostii","Austin","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia frostii","Austin","Riccia sanguinea","Kashyap","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia fruchartii","Steph.","Riccia fruchartii","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia furfuracea","Perold","Riccia furfuracea","Perold","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia gangetica","Ahmad","Riccia gangetica","Ahmad","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia garsidei","Sim","Riccia garsidei","Sim","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia geissleriana","Jovet-Ast","Riccia geissleriana","Jovet-Ast","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia glauca","L.","Riccia glauca","L.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia glauca","L.","Riccia glauca var. major","(Roth) Bisch.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia glauca","L.","Riccia japonica","Steph.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia glauca var. ciliaris","Warnst.","Riccia glauca var. ciliaris","Warnst.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia glauca var. ciliaris","Warnst.","Riccia glauca var. subinermis","(Lindb.) Warnst.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
"Riccia glauca var. ciliaris","Warnst.","Riccia subinermis","Lindb.","Riccia","Plantae","Marchantiophyta","Marchantiopsida","Marchantiales","Ricciaceae","bryophyte"
